TimeID,Sea.Level.PressurehPa,VisibilityKm,Wind.Direction,Wind.SpeedKm.h,Gust.SpeedKm.h
102,1036.3,16.1,North,0,0
103,1036.2,16.1,Variable,11.1,25.9
104,1036,16.1,NE,16.7,29.6
105,1035.4,16.1,Variable,11.1,0
106,1035.1,16.1,Variable,9.3,0
107,1035.3,16.1,WNW,7.4,0
108,1035.8,16.1,Calm,0,0
109,1036.2,16.1,Calm,0,0
110,1036.6,16.1,Calm,0,0
111,1036.8,16.1,Calm,0,0
112,1036.8,16.1,Calm,0,0
113,1036.7,16.1,WNW,5.6,0
114,1036.6,16.1,Variable,5.6,0
115,1036.6,16.1,Calm,0,0
116,1035.8,16.1,West,5.6,0
117,1035.3,16.1,WNW,5.6,0
118,1035.6,16.1,Calm,0,0
119,1035.2,16.1,Calm,0,0
120,1034.8,16.1,NW,5.6,0
121,1034.7,16.1,Calm,0,0
122,1035.1,16.1,WNW,5.6,0
123,1035.1,16.1,Calm,0,0
124,1035.2,16.1,Calm,0,0
125,1035.3,16.1,Variable,5.6,0
126,1035.6,16.1,Variable,11.1,0
127,1035.2,16.1,WSW,11.1,0
128,1033.8,16.1,Calm,0,0
129,1032.4,16.1,Calm,0,0
130,1031.3,16.1,Variable,7.4,0
131,1031.1,16.1,WSW,7.4,0
132,1030.8,16.1,SSW,5.6,0
133,1030.5,16.1,WSW,5.6,0
134,1030.5,16.1,SW,13,0
135,1030.4,16.1,Variable,9.3,0
136,1030.8,16.1,WSW,11.1,0
137,1030.6,16.1,West,14.8,0
138,1030.2,16.1,West,9.3,0
139,1030,16.1,West,9.3,0
140,1029.6,16.1,Calm,0,0
141,1028.6,16.1,West,11.1,0
142,1028.2,16.1,West,9.3,0
143,1027.9,16.1,Calm,0,0
144,1027.7,16.1,Calm,0,0
145,1027.7,16.1,West,7.4,0
146,1027.8,16.1,WNW,9.3,0
147,1027.4,16.1,Variable,5.6,0
148,1027.4,16.1,Calm,0,0
149,1027.2,16.1,Variable,5.6,0
150,1027.1,16.1,Calm,0,0
151,1026.4,16.1,ENE,5.6,0
152,1025.2,16.1,Calm,0,0
153,1024.2,16.1,West,5.6,0
154,1024.9,16.1,Variable,5.6,0
155,1024.3,16.1,WNW,5.6,0
156,1023.9,16.1,Calm,0,0
157,1023.5,16.1,Calm,0,0
158,1024.3,16.1,Calm,0,0
159,1024.3,16.1,Calm,0,0
160,1023.5,16.1,Calm,0,0
161,1023.6,16.1,WNW,5.6,0
162,1024.1,16.1,West,5.6,0
163,1023.9,16.1,WNW,7.4,0
164,1023.6,16.1,Calm,0,0
165,1023.2,16.1,WNW,5.6,0
166,1022.8,16.1,NW,5.6,0
167,1022.6,16.1,ENE,5.6,0
168,1010.76588,12,North,0,0
169,1010.76588,12,North,0,0
170,1010.76588,12,North,0,0
171,1010.76588,12,North,0,0
172,1010.76588,12,North,0,0
173,1010.76588,12,North,0,0
174,1010.76588,12,North,0,0
175,1010.76588,12,North,0,0
176,1010.76588,12,North,0,0
177,1010.76588,12,North,0,0
178,1010.76588,12,North,0,0
179,1010.76588,12,North,0,0
180,1010.76588,12,North,0,0
181,1010.76588,12,North,0,0
182,1022.2,16.1,East,16.7,0
183,1021.6,16.1,Variable,11.1,0
184,1021.7,16.1,NE,9.3,0
185,1021.5,16.1,NE,9.3,0
186,1022.6,16.1,East,13,0
187,1022.6,16.1,Variable,11.1,0
188,1021.8,16.1,SE,9.3,0
189,1022.9,16.1,SE,14.8,0
190,1022.4,16.1,North,0,0
191,1023,16.1,East,11.1,0
192,1022.8,16.1,Variable,9.3,0
193,1023.2,16.1,ENE,14.8,0
194,1023.2,16.1,ENE,16.7,31.5
195,1022.6,16.1,ENE,16.7,33.3
196,1022.8,16.1,East,14.8,0
197,1023.2,16.1,ENE,16.7,0
198,1022.6,16.1,East,16.7,0
199,1021.8,16.1,East,18.5,33.3
200,1021.9,16.1,ENE,14.8,0
201,1021.8,16.1,ENE,20.4,0
202,1021.8,16.1,East,13,0
203,1021.4,16.1,East,14.8,29.6
204,1021.2,16.1,Variable,11.1,0
205,1021.4,16.1,East,16.7,0
206,1021.7,16.1,ENE,14.8,0
207,1022.2,16.1,East,13,0
208,1021.5,14.5,East,13,0
209,1021.9,14.5,ENE,18.5,0
210,1022.9,14.5,ENE,14.8,0
211,1023.6,14.5,East,11.1,0
212,1023.6,14.5,Variable,11.1,0
213,1022.3,14.5,East,14.8,0
214,1022.6,14.5,East,14.8,0
215,1021.7,14.5,Variable,7.4,0
216,1021.1,8,NE,9.3,0
217,1020.2,12.9,ENE,13,0
218,1020.9,12.9,ENE,16.7,0
219,1020.9,12.9,ENE,18.5,0
220,1020.2,12.9,ENE,14.8,0
221,1020.2,12.9,East,13,0
222,1020.6,14.5,East,13,0
223,1020.5,16.1,East,9.3,0
224,1021.6,14.5,Variable,9.3,0
225,1020.6,16.1,ESE,11.1,0
226,1021.2,16.1,Variable,11.1,0
227,1020.6,16.1,East,16.7,0
228,1020.1,11.3,East,9.3,0
229,1019.1,12.9,ENE,11.1,0
230,1018.3,8,Variable,11.1,0
231,1017.8,6.4,ENE,9.3,0
232,1016.1,8,ENE,16.7,0
233,1014.4,11.3,ENE,18.5,0
234,1013,12.9,ENE,24.1,33.3
235,1012.4,4,East,18.5,33.3
236,1011.7,4.8,ENE,16.7,29.6
237,1011.7,4,ENE,14.8,0
238,1010.7,4.8,East,22.2,35.2
239,1010.4,4,ENE,24.1,35.2
240,1009.8,2.4,ENE,27.8,40.7
241,1010.4,2.8,ENE,27.8,37
242,1008.4,4.8,ENE,29.6,48.2
243,1009,2.8,East,14.8,37
244,1007.8,2.8,ENE,18.5,35.2
245,1007.7,3.2,ENE,22.2,42.6
246,1006.7,4.8,ENE,22.2,37
247,1006.3,3.2,East,16.7,31.5
248,1005.4,2.8,East,16.7,31.5
249,1002.2,2,East,18.5,31.5
250,1002.3,1.2,NNE,7.4,35.2
251,1002.3,1.6,ENE,7.4,0
252,1002.6,4.8,WNW,11.1,0
253,1001.5,8,Variable,7.4,0
254,1000.5,8,Variable,9.3,0
255,999.5,2.8,South,18.5,38.9
256,999.1,2.8,South,13,38.9
257,998.9,4.8,Variable,11.1,0
258,997.9,4,South,14.8,0
259,996.6,4,South,13,27.8
260,997.2,4,South,13,27.8
261,996.8,2.4,Variable,9.3,0
262,996.5,4.8,South,11.1,0
263,994.9,6.4,South,13,27.8
264,993.2,11.3,South,11.1,0
265,993.8,11.3,South,11.1,0
266,992.1,8,Variable,5.6,31.5
267,992.4,8,South,13,0
268,992.4,11.3,Variable,9.3,0
269,991.4,4.8,South,20.4,38.9
270,993.2,16.1,West,14.8,27.8
271,993.9,16.1,West,13,0
272,994.8,16.1,WSW,13,40.7
273,996,16.1,West,13,40.7
274,997.6,16.1,Variable,11.1,33.3
275,999.7,16.1,WNW,24.1,44.4
276,1001.4,16.1,West,24.1,51.9
277,1002.3,16.1,WNW,20.4,40.7
278,1003.2,16.1,Variable,11.1,37
279,1004.2,16.1,WNW,20.4,40.7
280,1005.5,16.1,West,20.4,38.9
281,1006.8,16.1,West,14.8,38.9
282,1008,16.1,WNW,20.4,40.7
283,1009.1,16.1,North,0,0
284,1010,16.1,West,9.3,0
285,1011.1,16.1,WNW,16.7,40.7
286,1012.3,16.1,West,20.4,35.2
287,1013.2,16.1,Variable,7.4,29.6
288,1013.5,16.1,WNW,20.4,37
289,1013,16.1,WNW,18.5,0
290,1013.1,16.1,West,18.5,33.3
291,1012.9,16.1,WNW,18.5,37
292,1013.3,16.1,WNW,14.8,37
293,1014.7,16.1,WNW,18.5,33.3
294,1015.5,16.1,West,16.7,33.3
295,1017.1,16.1,WNW,24.1,37
296,1018.2,16.1,WNW,18.5,33.3
297,1018.8,16.1,WNW,18.5,33.3
298,1019.2,16.1,WNW,16.7,29.6
299,1019.5,16.1,North,0,0
300,1019.2,16.1,NW,13,0
301,1019.4,16.1,NW,11.1,0
302,1018.9,16.1,Variable,9.3,0
303,1019.2,16.1,Calm,0,0
304,1019.2,16.1,Calm,0,0
305,1018.9,16.1,West,9.3,0
306,1018.6,16.1,Variable,7.4,0
307,1017.8,16.1,Calm,0,0
308,1016.7,16.1,Calm,0,0
309,1015.7,16.1,Calm,0,0
310,1015.3,16.1,Calm,0,0
311,1014.1,16.1,SSE,11.1,0
312,1012.8,16.1,Calm,0,0
313,1010.3,16.1,Variable,9.3,37
314,1007.9,16.1,South,16.7,31.5
315,1005.7,16.1,SSE,13,0
316,1004.5,16.1,SW,13,0
317,1004.5,16.1,SSW,18.5,44.4
318,1005.2,16.1,West,14.8,38.9
319,1004.4,16.1,WSW,7.4,0
320,1004.1,16.1,North,0,0
321,1003.6,16.1,Variable,9.3,0
322,1004.3,16.1,Variable,11.1,33.3
323,1005,16.1,West,25.9,48.2
324,1005.3,16.1,West,33.3,50
325,1006.5,16.1,WNW,16.7,37
326,1007.3,16.1,West,24.1,37
327,1008.5,16.1,WNW,22.2,55.6
328,1010.1,16.1,WNW,18.5,38.9
329,1010.7,16.1,WNW,20.4,35.2
330,1011.8,16.1,West,22.2,42.6
331,1012.6,16.1,West,16.7,38.9
332,1013.5,16.1,WNW,16.7,38.9
333,1014.4,16.1,Variable,9.3,27.8
334,1015.4,16.1,West,20.4,40.7
335,1015.6,16.1,WNW,16.7,50
336,1016,16.1,West,24.1,42.6
337,1015.3,16.1,Variable,7.4,37
338,1014.4,16.1,NW,14.8,33.3
339,1013.5,16.1,WNW,22.2,46.3
340,1014.2,16.1,Variable,7.4,37
341,1014.3,16.1,West,14.8,29.6
342,1014.7,16.1,WNW,14.8,0
343,1015.6,16.1,WNW,13,35.2
344,1016.5,16.1,North,0,0
345,1016.2,16.1,WNW,16.7,29.6
346,1016.1,16.1,West,16.7,27.8
347,1016,16.1,West,14.8,0
348,1016,16.1,WSW,7.4,0
349,1015.4,16.1,Calm,0,0
350,1015,16.1,Variable,9.3,0
351,1014.3,16.1,Variable,5.6,27.8
352,1014.5,16.1,Variable,5.6,0
353,1014.1,16.1,Calm,0,0
354,1013.7,16.1,Variable,5.6,0
355,1014,16.1,West,13,0
356,1013.9,16.1,Variable,9.3,0
357,1013.9,16.1,Variable,7.4,0
358,1013.9,16.1,Variable,7.4,0
359,1014,16.1,Variable,9.3,0
360,1013.7,16.1,WSW,14.8,0
361,1013.2,16.1,West,13,0
362,1012.5,16.1,Variable,9.3,27.8
363,1012.2,16.1,West,14.8,31.5
364,1012.6,16.1,West,13,31.5
365,1012.9,16.1,North,0,0
366,1014.3,16.1,West,13,0
367,1014.3,16.1,West,5.6,0
368,1014.7,16.1,WSW,5.6,0
369,1014.6,16.1,Calm,0,0
370,1014.7,16.1,NW,5.6,0
371,1015,16.1,Variable,5.6,0
372,1014.7,16.1,SE,5.6,0
373,1014.2,16.1,Calm,0,0
374,1013.7,16.1,ESE,5.6,0
375,1013.9,16.1,Variable,7.4,0
376,1014,16.1,Variable,5.6,0
377,1013.5,16.1,NE,7.4,0
378,1013.5,16.1,NNE,7.4,0
379,1013.8,16.1,NNE,5.6,0
380,1013.6,16.1,NNE,7.4,0
381,1013.9,12.9,NNE,5.6,0
382,1013.3,11.3,ENE,7.4,0
383,1012.7,12.9,Variable,7.4,0
384,1012.5,12.9,North,0,0
385,1011.3,11.3,Variable,5.6,0
386,1009.9,14.5,Variable,7.4,0
387,1009.2,16.1,South,11.1,0
388,1008.1,16.1,North,0,0
389,1006.3,16.1,SSE,11.1,27.8
390,1007.2,16.1,SSE,14.8,27.8
391,1007.6,16.1,South,9.3,0
392,1007.1,16.1,South,11.1,0
393,1005.8,16.1,SSE,7.4,0
394,1004.6,16.1,South,9.3,0
395,1002.9,16.1,ENE,13,0
396,1002,16.1,Variable,9.3,0
397,1000.1,14.5,ENE,7.4,0
398,998.6,11.3,ENE,9.3,0
399,999.2,6.4,ENE,13,0
400,998.5,6.4,East,13,0
401,997.6,4.8,ENE,14.8,0
402,998.2,3.2,East,14.8,0
403,997.9,4,ENE,20.4,29.6
404,997.5,4.8,ENE,20.4,0
405,996.8,6.4,ENE,11.1,0
406,996.1,6.4,ENE,11.1,0
407,995,11.3,ENE,11.1,0
408,994.3,9.7,Variable,5.6,0
409,993.9,16.1,Variable,5.6,0
410,995.1,11.3,WNW,13,0
411,996,9.7,Variable,5.6,0
412,997.5,8,Variable,7.4,0
413,997.5,9.7,Calm,0,0
414,998.2,12.9,Calm,0,0
415,997.7,12.9,Variable,7.4,0
416,999.5,14.5,WNW,9.3,0
417,998.7,14.5,NW,7.4,0
418,998.8,16.1,WNW,13,0
419,998.6,16.1,WNW,14.8,25.9
420,999.2,16.1,WNW,16.7,29.6
421,998.7,16.1,North,0,0
422,999.2,16.1,WNW,20.4,33.3
423,999.8,16.1,Variable,9.3,0
424,1001.2,16.1,WNW,13,35.2
425,1002.7,16.1,WNW,16.7,35.2
426,1004.2,16.1,WNW,11.1,0
427,1005.4,16.1,Variable,11.1,0
428,1006.2,16.1,Variable,7.4,0
429,1006.6,16.1,West,11.1,0
430,1007,16.1,Variable,7.4,0
431,1007.4,16.1,West,16.7,0
432,1007.7,16.1,West,5.6,0
433,1008.1,16.1,West,9.3,27.8
434,1009.4,16.1,NW,18.5,29.6
435,1009.4,16.1,WNW,11.1,0
436,1008.7,16.1,WNW,13,0
437,1010.4,16.1,Variable,7.4,0
438,1009.5,16.1,WNW,7.4,0
439,1010.7,16.1,North,0,0
440,1010,16.1,Variable,9.3,0
441,1010.4,16.1,Variable,11.1,0
442,1010.2,16.1,NNW,11.1,0
443,1010.4,16.1,North,13,0
444,1010.9,16.1,NNE,14.8,0
445,1011.3,16.1,ENE,13,0
446,1012.2,16.1,NNE,11.1,0
447,1011.1,16.1,ENE,14.8,25.9
448,1010.7,16.1,Variable,7.4,0
449,1008.9,16.1,Variable,9.3,0
450,1008.4,16.1,North,13,0
451,1007.7,16.1,Variable,11.1,0
452,1006.8,1.2,Variable,11.1,0
453,1006.9,12.8,Variable,5.6,0
454,1006.9,1.6,Calm,0,0
455,1007.3,3.2,Variable,7.4,0
456,1007.3,4,ENE,9.3,0
457,1006.6,4,North,9.3,0
458,1007,4.8,Calm,0,0
459,1006.3,11.3,Variable,5.6,0
460,1007,14.5,Calm,0,0
461,1007,12.9,NW,9.3,0
462,1006.2,12.9,Variable,7.4,0
463,1006.7,14.5,Calm,0,0
464,1005.7,14.5,WNW,5.6,0
465,1005.6,16.1,Calm,0,0
466,1005.4,16.1,Calm,0,0
467,1004.8,16.1,Variable,7.4,0
468,1005,12.9,North,0,0
469,1004.9,12.9,Variable,9.3,0
470,1005.2,16.1,West,25.9,44.4
471,1005.8,16.1,WNW,20.4,38.9
472,1006.5,16.1,WNW,24.1,44.4
473,1008.7,2.8,NW,22.2,40.7
474,1008.7,4.8,NW,25.9,44.4
475,1008.4,14.5,NW,20.4,51.9
476,1008.8,16.1,WNW,16.7,33.3
477,1010.3,16.1,Variable,7.4,37
478,1010.2,16.1,North,0,0
479,1010.3,16.1,West,16.7,38.9
480,1010,16.1,North,0,0
481,1009.7,16.1,NW,29.6,48.2
482,1009.5,16.1,WNW,16.7,37
483,1010,16.1,WNW,20.4,42.6
484,1010.8,16.1,West,29.6,53.7
485,1011.5,16.1,WNW,14.8,37
486,1012.4,16.1,North,0,0
487,1013.9,16.1,WNW,16.7,42.6
488,1013.8,16.1,West,31.5,44.4
489,1014.3,16.1,WNW,22.2,37
490,1015.6,16.1,WNW,18.5,38.9
491,1014.8,16.1,West,13,35.2
492,1014.9,16.1,WNW,18.5,35.2
493,1015.3,16.1,West,24.1,44.4
494,1015.7,16.1,West,14.8,37
495,1015.3,16.1,WNW,22.2,44.4
496,1015.4,16.1,West,16.7,42.6
497,1015.5,16.1,WNW,18.5,38.9
498,1015.9,16.1,WNW,16.7,42.6
499,1016.3,16.1,WNW,20.4,44.4
500,1016.6,16.1,WNW,25.9,40.7
501,1016.3,16.1,WNW,18.5,37
502,1016.3,16.1,West,24.1,46.3
503,1016,16.1,North,0,0
504,1015.5,16.1,WNW,25.9,46.3
505,1015.2,16.1,WNW,16.7,51.9
506,1014.6,16.1,NW,18.5,42.6
507,1015.2,16.1,West,16.7,46.3
508,1015.7,16.1,WNW,14.8,40.7
509,1016.7,16.1,WNW,14.8,40.7
510,1017.4,16.1,North,0,0
511,1018.1,16.1,Variable,11.1,35.2
512,1018.7,16.1,NW,20.4,37
513,1018.6,16.1,NW,18.5,38.9
514,1019,16.1,Variable,5.6,35.2
515,1020.1,16.1,WNW,11.1,0
516,1020.1,16.1,WNW,13,29.6
517,1019.9,16.1,North,0,0
518,1020.4,16.1,West,11.1,0
519,1020.7,16.1,WNW,16.7,0
520,1021.2,16.1,Variable,7.4,0
521,1022.3,16.1,Variable,5.6,0
522,1022.4,16.1,Calm,0,0
523,1022.9,16.1,NW,9.3,0
524,1023,16.1,NW,11.1,0
525,1023.1,16.1,NW,13,0
526,1022.6,16.1,WNW,14.8,33.3
527,1022.4,16.1,Variable,11.1,31.5
528,1021.2,16.1,Variable,11.1,0
529,1020.3,16.1,North,0,0
530,1019.5,16.1,NW,13,0
531,1019.2,16.1,Variable,7.4,0
532,1018.8,16.1,Variable,9.3,0
533,1018.8,16.1,Calm,0,0
534,1019,16.1,WNW,7.4,0
535,1018.8,16.1,Variable,9.3,0
536,1018.6,16.1,NW,7.4,0
537,1018.4,16.1,Variable,5.6,0
538,1018.6,16.1,Variable,9.3,0
539,1018.2,16.1,WNW,9.3,0
540,1018.2,16.1,Variable,5.6,0
541,1018,16.1,Variable,5.6,0
542,1018.1,16.1,North,11.1,0
543,1018.2,16.1,North,9.3,0
544,1018.1,16.1,NW,9.3,0
545,1018.5,16.1,WNW,13,0
546,1019.1,16.1,Variable,7.4,0
547,1020.2,16.1,Variable,11.1,0
548,1020.5,16.1,Calm,0,0
549,1020.8,16.1,WNW,13,0
550,1021.1,16.1,Variable,5.6,27.8
551,1021.4,16.1,Variable,7.4,35.2
552,1021.4,16.1,West,14.8,0
553,1020.2,16.1,Variable,9.3,25.9
554,1019.5,16.1,Variable,9.3,27.8
555,1019.8,16.1,NW,14.8,0
556,1020.3,16.1,Variable,5.6,0
557,1021.2,16.1,NW,13,35.2
558,1021.8,16.1,North,0,0
559,1022.5,16.1,NW,16.7,0
560,1022.8,16.1,Variable,9.3,0
561,1023.2,16.1,WNW,14.8,27.8
562,1023.2,16.1,Variable,7.4,0
563,1023.6,16.1,Variable,9.3,25.9
564,1024.2,16.1,Variable,7.4,0
565,1023.9,16.1,Calm,0,0
566,1023.9,16.1,Variable,5.6,0
567,1023.8,16.1,North,14.8,0
568,1024.1,16.1,WNW,7.4,0
569,1024.4,16.1,Calm,0,0
570,1025.4,16.1,Variable,11.1,0
571,1025.9,16.1,North,22.2,29.6
572,1025.5,16.1,Variable,9.3,0
573,1025.7,16.1,NNE,14.8,31.5
574,1025.9,16.1,Variable,7.4,0
575,1025.2,16.1,NE,16.7,27.8
576,1024.1,16.1,Variable,9.3,27.8
577,1023.1,16.1,NE,18.5,0
578,1022.6,16.1,Calm,0,0
579,1021.9,16.1,Variable,11.1,0
580,1021.7,16.1,Variable,11.1,0
581,1021.6,16.1,Variable,9.3,0
582,1021.6,16.1,Variable,5.6,0
583,1021.9,16.1,NNE,11.1,0
584,1021.4,16.1,NNE,14.8,0
585,1020.8,16.1,Variable,11.1,0
586,1020.8,16.1,Variable,9.3,0
587,1020.5,4.8,Variable,11.1,0
588,1019.8,4.8,ENE,13,0
589,1020.5,4,ENE,14.8,0
590,1020.2,2.4,ENE,14.8,0
591,1019.3,2,ENE,16.7,0
592,1019.2,1.2,ENE,13,0
593,1018.5,12.8,NE,20.4,0
594,1017.5,12.8,NE,18.5,0
595,1015.8,12.8,NE,18.5,33.3
596,1014.8,1.2,ENE,27.8,42.6
597,1013.6,2.4,NE,25.9,37
598,1013.1,1.2,ENE,31.5,44.4
599,1012.8,12.8,ENE,22.2,38.9
600,1013.1,12.4,NE,18.5,40.7
601,1012.4,12.8,ENE,27.8,44.4
602,1011.1,12.4,NE,16.7,40.7
603,1010.4,12.4,NE,27.8,44.4
604,1010.4,12.4,NE,29.6,53.7
605,1010.1,12.4,ENE,27.8,46.3
606,1010,12.4,ENE,25.9,51.9
607,1009,12.4,NE,33.3,55.6
608,1008.4,12.4,ENE,31.5,53.7
609,1008,12.4,ENE,29.6,42.6
610,1006.7,12.4,NE,35.2,63
611,1005.8,12.4,NE,37,68.5
612,1006,12.8,NE,27.8,48.2
613,1004.7,12.4,NE,25.9,53.7
614,1005,12.4,NE,29.6,46.3
615,1004.3,12.4,NE,22.2,50
616,1003.3,12.4,ENE,29.6,51.9
617,1002.9,12.4,NE,29.6,57.4
618,1002.4,12.4,NE,37,59.3
619,1003.2,12.4,NE,24.1,48.2
620,1003.4,12.4,NE,24.1,53.7
621,1003.9,12.4,NE,20.4,50
622,1003.5,12.4,NNE,29.6,55.6
623,1004.3,12.4,NE,22.2,48.2
624,1003.8,12.4,NNE,31.5,53.7
625,1005,12.4,NNE,22.2,59.3
626,1004.6,12.4,NNE,22.2,51.9
627,1005.1,12.8,NNE,18.5,40.7
628,1005.3,12.4,North,13,38.9
629,1005.3,12.8,North,31.5,48.2
630,1006,1.6,NNE,20.4,35.2
631,1006,3.2,North,16.7,40.7
632,1005.4,3.2,North,18.5,31.5
633,1006,4,North,22.2,40.7
634,1006,4.8,NNE,20.4,38.9
635,1005.7,8,NNE,18.5,37
636,1006.4,6.4,Variable,7.4,35.2
637,1007.7,4,North,18.5,35.2
638,1007.1,6.4,North,13,33.3
639,1008,8,North,22.2,37
640,1008,4,Variable,9.3,44.4
641,1008.4,6.4,North,0,0
642,1007.9,8,NNE,20.4,42.6
643,1008.6,16.1,Variable,9.3,37
644,1009,16.1,North,13,27.8
645,1009.7,16.1,North,13,0
646,1010.2,16.1,Variable,5.6,27.8
647,1011.8,16.1,North,14.8,0
648,1012.8,16.1,NNW,13,31.5
649,1012.9,14.5,NW,13,0
650,1014.2,14.5,Variable,9.3,0
651,1014.5,12.9,Variable,9.3,0
652,1014.6,12.9,Variable,7.4,0
653,1014.5,12.9,WNW,11.1,0
654,1014,16.1,WNW,14.8,0
655,1013.9,16.1,NW,13,0
656,1014.4,16.1,WNW,5.6,0
657,1014.9,16.1,WNW,9.3,0
658,1015.5,16.1,Calm,0,0
659,1016.3,16.1,WNW,5.6,0
660,1016.9,16.1,Variable,7.4,0
661,1017.5,16.1,WNW,5.6,0
662,1018.4,16.1,NW,9.3,0
663,1018.6,16.1,WNW,9.3,0
664,1019.1,16.1,Calm,0,0
665,1019.3,16.1,Variable,5.6,0
666,1019.8,16.1,WNW,5.6,0
667,1020.5,16.1,Calm,0,0
668,1020.8,16.1,West,7.4,0
669,1021.4,16.1,WNW,5.6,0
670,1022,16.1,NW,5.6,0
671,1022.7,16.1,NNW,7.4,0
672,1023.8,16.1,NNE,11.1,0
673,1024.4,14.5,NE,5.6,0
674,1024.9,16.1,Calm,0,0
675,1025.9,16.1,Calm,0,0
676,1026,14.5,Variable,5.6,0
677,1026.2,14.5,Calm,0,0
678,1025.6,12.9,WNW,5.6,0
679,1025.3,12.9,WNW,9.3,0
680,1025.1,12.9,Calm,0,0
681,1025.2,16.1,WSW,7.4,0
682,1025.2,14.5,Variable,5.6,0
683,1025.4,16.1,SSE,9.3,0
684,1026,16.1,South,9.3,0
685,1025.7,16.1,Variable,11.1,0
686,1025.3,16.1,Calm,0,0
687,1024.8,16.1,Variable,5.6,0
688,1024.2,16.1,Variable,5.6,0
