TimeID,TimeEST,TemperatureC,Dew.PointC,Humidity,Sea.Level.PressurehPa,VisibilityKm,Wind.Direction,Wind.SpeedKm.h,Gust.SpeedKm.h,Precipitationmm,Events,Conditions,WindDirDegrees,DateUTC
135,18:51:00,2.8,-15.6,25,1030.4,16.1,Variable,9.3,0,0,NA,Clear,0,2016/1/6 23:51
136,19:51:00,2.2,-14.4,29,1030.8,16.1,WSW,11.1,0,0,NA,Clear,240,2016/1/7 0:51
137,20:51:00,2.8,-15.6,25,1030.6,16.1,West,14.8,0,0,NA,Clear,260,2016/1/7 1:51
138,21:51:00,2.2,-15,27,1030.2,16.1,West,9.3,0,0,NA,Clear,270,2016/1/7 2:51
139,22:51:00,1.7,-12.8,34,1030,16.1,West,9.3,0,0,NA,Clear,270,2016/1/7 3:51
140,23:51:00,1.1,-14.4,31,1029.6,16.1,Calm,0,0,0,NA,Clear,0,2016/1/7 4:51
141,0:51:00,1.7,-15.6,27,1028.6,16.1,West,11.1,0,0,NA,Clear,260,2016/1/7 5:51
142,1:51:00,1.1,-15,30,1028.2,16.1,West,9.3,0,0,NA,Clear,260,2016/1/7 6:51
143,2:51:00,0.6,-15,31,1027.9,16.1,Calm,0,0,0,NA,Clear,0,2016/1/7 7:51
144,3:51:00,0.6,-14.4,32,1027.7,16.1,Calm,0,0,0,NA,Clear,0,2016/1/7 8:51
145,4:51:00,0,-12.8,38,1027.7,16.1,West,7.4,0,0,NA,Clear,280,2016/1/7 9:51
146,5:51:00,0,-13.3,37,1027.8,16.1,WNW,9.3,0,0,NA,Partly Cloudy,290,2016/1/7 10:51
147,6:51:00,-0.6,-13.9,37,1027.4,16.1,Variable,5.6,0,0,NA,Partly Cloudy,0,2016/1/7 11:51
148,7:51:00,0,-12.8,38,1027.4,16.1,Calm,0,0,0,NA,Clear,0,2016/1/7 12:51
149,8:51:00,1.7,-13.9,31,1027.2,16.1,Variable,5.6,0,0,NA,Mostly Cloudy,0,2016/1/7 13:51
150,9:51:00,3.3,-15,25,1027.1,16.1,Calm,0,0,0,NA,Partly Cloudy,0,2016/1/7 14:51
151,10:51:00,5.6,-14.4,23,1026.4,16.1,ENE,5.6,0,0,NA,Clear,60,2016/1/7 15:51
152,11:51:00,5.6,-13.3,25,1025.2,16.1,Calm,0,0,0,NA,Mostly Cloudy,0,2016/1/7 16:51
153,12:51:00,6.7,-12.2,25,1024.2,16.1,West,5.6,0,0,NA,Overcast,270,2016/1/7 17:51
154,13:00:00,7.2,-12.8,23,1024.9,16.1,Variable,5.6,0,0,NA,Overcast,0,2016/1/7 18:00
155,13:33:00,7.2,-12.2,24,1024.3,16.1,WNW,5.6,0,0,NA,Mostly Cloudy,300,2016/1/7 18:33
156,13:51:00,7.2,-12.2,24,1023.9,16.1,Calm,0,0,0,NA,Overcast,0,2016/1/7 18:51
157,14:51:00,7.2,-12.8,23,1023.5,16.1,Calm,0,0,0,NA,Overcast,0,2016/1/7 19:51
158,15:23:00,7.8,-9.4,29,1024.3,16.1,Calm,0,0,0,NA,Overcast,0,2016/1/7 20:23
159,15:44:00,7.2,-10.6,27,1024.3,16.1,Calm,0,0,0,NA,Overcast,0,2016/1/7 20:44
160,15:51:00,7.8,-10.6,26,1023.5,16.1,Calm,0,0,0,NA,Overcast,0,2016/1/7 20:51
161,16:51:00,7.2,-7.8,34,1023.6,16.1,WNW,5.6,0,0,NA,Clear,290,2016/1/7 21:51
162,17:51:00,7.2,-5.6,40,1024.1,16.1,West,5.6,0,0,NA,Overcast,280,2016/1/7 22:51
163,18:51:00,6.7,-7.8,35,1023.9,16.1,WNW,7.4,0,0,NA,Mostly Cloudy,290,2016/1/7 23:51
164,19:51:00,5.6,-7.2,40,1023.6,16.1,Calm,0,0,0,NA,Clear,0,2016/1/8 0:51
165,20:51:00,5.6,-7.2,40,1023.2,16.1,WNW,5.6,0,0,NA,Clear,300,2016/1/8 1:51
166,21:51:00,5.6,-7.2,40,1022.8,16.1,NW,5.6,0,0,NA,Clear,310,2016/1/8 2:51
167,22:51:00,3.9,-6.7,46,1022.6,16.1,ENE,5.6,0,0,NA,Clear,60,2016/1/8 3:51
168,23:51:00,4,-8,42,-1,12,North,0,0,0,NA,Unknown,0,2016/1/8 4:51
169,0:51:00,3,-6,52,-1,12,North,0,0,0,NA,Unknown,0,2016/1/8 5:51
170,1:51:00,3,-6,52,-1,12,North,0,0,0,NA,Unknown,0,2016/1/8 6:51
171,2:51:00,3,-6,52,-1,12,North,0,0,0,NA,Unknown,0,2016/1/8 7:51
172,3:51:00,2,-7,52,-1,12,North,0,0,0,NA,Unknown,0,2016/1/8 8:51
173,4:51:00,2,-8,48,-1,12,North,0,0,0,NA,Unknown,0,2016/1/8 9:51
174,5:51:00,2,-8,48,-1,12,North,0,0,0,NA,Unknown,0,2016/1/8 10:51
175,6:51:00,2,-6,56,-1,12,North,0,0,0,NA,Unknown,0,2016/1/8 11:51
176,7:51:00,3,-4,60,-1,12,North,0,0,0,NA,Unknown,0,2016/1/8 12:51
177,9:51:00,4,-1,70,-1,12,North,0,0,0,NA,Unknown,0,2016/1/8 14:51
178,10:51:00,5,-1,65,-1,12,North,0,0,0,NA,Unknown,0,2016/1/8 15:51
179,11:51:00,6,4,87,-1,12,North,0,0,0,NA,Unknown,0,2016/1/8 16:51
180,12:51:00,6,1,70,-1,12,North,0,0,0,NA,Unknown,0,2016/1/8 17:51
181,13:51:00,6,0,66,-1,12,North,0,0,0,NA,Unknown,0,2016/1/8 18:51
182,14:28:00,6.1,-0.6,62,1022.2,16.1,East,16.7,0,0,NA,Mostly Cloudy,80,2016/1/8 19:28
183,14:51:00,6.1,-0.6,62,1021.6,16.1,Variable,11.1,0,0,NA,Overcast,0,2016/1/8 19:51
184,15:51:00,6.1,0.6,68,1021.7,16.1,NE,9.3,0,0,NA,Overcast,50,2016/1/8 20:51
185,16:51:00,6.7,0.6,65,1021.5,16.1,NE,9.3,0,0,NA,Overcast,50,2016/1/8 21:51
186,17:28:00,6.7,0.6,65,1022.6,16.1,East,13,0,0,NA,Overcast,80,2016/1/8 22:28
187,17:48:00,7,1,66,1022.6,16.1,Variable,11.1,0,0,NA,Overcast,0,2016/1/8 22:48
188,17:51:00,6.7,0.6,65,1021.8,16.1,SE,9.3,0,0,NA,Overcast,130,2016/1/8 22:51
189,18:36:00,6.7,-0.6,60,1022.9,16.1,SE,14.8,0,0,NA,Mostly Cloudy,130,2016/1/8 23:36
190,18:51:00,6.7,-0.6,60,1022.4,16.1,North,0,0,0,NA,Overcast,0,2016/1/8 23:51
191,19:51:00,6.7,-0.6,60,1023,16.1,East,11.1,0,0,NA,Overcast,90,2016/1/9 0:51
192,20:51:00,6.7,-0.6,60,1022.8,16.1,Variable,9.3,0,0,NA,Overcast,0,2016/1/9 1:51
193,21:10:00,6.1,0,65,1023.2,16.1,ENE,14.8,0,0,NA,Overcast,70,2016/1/9 2:10
194,21:42:00,5.6,0.6,70,1023.2,16.1,ENE,16.7,31.5,0,NA,Overcast,70,2016/1/9 2:42
195,21:51:00,5.6,0.6,70,1022.6,16.1,ENE,16.7,33.3,0,NA,Overcast,60,2016/1/9 2:51
196,22:51:00,5.6,0.6,70,1022.8,16.1,East,14.8,0,0,NA,Overcast,80,2016/1/9 3:51
197,23:18:00,5.6,0.6,70,1023.2,16.1,ENE,16.7,0,0,NA,Overcast,60,2016/1/9 4:18
198,23:46:00,6,1,70,1022.6,16.1,East,16.7,0,0,NA,Overcast,90,2016/1/9 4:46
199,23:51:00,5,0,70,1021.8,16.1,East,18.5,33.3,0,NA,Overcast,80,2016/1/9 4:51
200,0:51:00,5,0,70,1021.9,16.1,ENE,14.8,0,0,NA,Overcast,60,2016/1/9 5:51
201,1:51:00,5,0.6,73,1021.8,16.1,ENE,20.4,0,0,NA,Mostly Cloudy,70,2016/1/9 6:51
202,2:51:00,5,0.6,73,1021.8,16.1,East,13,0,0,NA,Partly Cloudy,80,2016/1/9 7:51
203,3:51:00,4.4,0.6,77,1021.4,16.1,East,14.8,29.6,0,NA,Mostly Cloudy,80,2016/1/9 8:51
204,4:51:00,5,1.1,76,1021.2,16.1,Variable,11.1,0,0,NA,Overcast,0,2016/1/9 9:51
205,5:51:00,5,1.1,76,1021.4,16.1,East,16.7,0,0,NA,Overcast,80,2016/1/9 10:51
206,6:51:00,5,1.7,79,1021.7,16.1,ENE,14.8,0,0,NA,Overcast,60,2016/1/9 11:51
207,7:38:00,5.6,2.2,79,1022.2,16.1,East,13,0,0,NA,Overcast,90,2016/1/9 12:38
208,7:51:00,5.6,2.2,79,1021.5,14.5,East,13,0,0,NA,Overcast,80,2016/1/9 12:51
209,8:51:00,5.6,2.2,79,1021.9,14.5,ENE,18.5,0,0,NA,Overcast,70,2016/1/9 13:51
210,9:51:00,6.7,2.8,76,1022.9,14.5,ENE,14.8,0,0,NA,Overcast,70,2016/1/9 14:51
211,10:07:00,7.2,2.8,74,1023.6,14.5,East,11.1,0,0,NA,Overcast,80,2016/1/9 15:07
212,10:16:00,6.7,2.8,76,1023.6,14.5,Variable,11.1,0,0,NA,Overcast,0,2016/1/9 15:16
213,10:51:00,6.7,2.8,76,1022.3,14.5,East,14.8,0,0,NA,Overcast,80,2016/1/9 15:51
214,11:26:00,7.8,2.8,71,1022.6,14.5,East,14.8,0,0,NA,Overcast,80,2016/1/9 16:26
215,11:51:00,7.8,2.8,71,1021.7,14.5,Variable,7.4,0,0,NA,Overcast,0,2016/1/9 16:51
216,12:51:00,7.8,4.4,79,1021.1,8,NE,9.3,0,0,Rain,Light Rain,50,2016/1/9 17:51
217,13:51:00,7.8,4.4,79,1020.2,12.9,ENE,13,0,0,NA,Overcast,60,2016/1/9 18:51
218,14:00:00,7.8,3.9,76,1020.9,12.9,ENE,16.7,0,0,NA,Overcast,70,2016/1/9 19:00
219,14:44:00,7.8,4.4,79,1020.9,12.9,ENE,18.5,0,0,NA,Overcast,60,2016/1/9 19:44
220,14:51:00,7.8,3.9,76,1020.2,12.9,ENE,14.8,0,0,NA,Overcast,60,2016/1/9 19:51
221,15:51:00,7.2,3.9,80,1020.2,12.9,East,13,0,0,NA,Overcast,90,2016/1/9 20:51
222,16:51:00,7.2,4.4,82,1020.6,14.5,East,13,0,0,NA,Overcast,100,2016/1/9 21:51
223,17:51:00,7.8,4.4,79,1020.5,16.1,East,9.3,0,0,NA,Overcast,80,2016/1/9 22:51
224,18:01:00,7.8,4.4,79,1021.6,14.5,Variable,9.3,0,0,NA,Overcast,0,2016/1/9 23:01
225,18:51:00,7.8,4.4,79,1020.6,16.1,ESE,11.1,0,0,NA,Overcast,110,2016/1/9 23:51
226,19:26:00,8.3,4.4,77,1021.2,16.1,Variable,11.1,0,0,NA,Overcast,0,2016/1/10 0:26
227,19:51:00,8.3,4.4,77,1020.6,16.1,East,16.7,0,0,NA,Overcast,100,2016/1/10 0:51
228,20:51:00,7.8,4.4,79,1020.1,11.3,East,9.3,0,0,NA,Overcast,90,2016/1/10 1:51
229,21:51:00,7.8,5,83,1019.1,12.9,ENE,11.1,0,0,NA,Overcast,60,2016/1/10 2:51
230,22:51:00,7.8,5,83,1018.3,8,Variable,11.1,0,0,NA,Haze,0,2016/1/10 3:51
231,23:51:00,7.8,5.6,86,1017.8,6.4,ENE,9.3,0,0,NA,Overcast,70,2016/1/10 4:51
232,0:51:00,7.8,5.6,86,1016.1,8,ENE,16.7,0,0,NA,Overcast,70,2016/1/10 5:51
